Id,Rarity Score,Attribute Count,Punk Type,Full Type,Hair,Eyes,Facial Hair,Blemishes,Neck Accessory,Mouth Prop,Mouth,Nose,Ears
5812,82.94,2,Male,Male-Dark,Headband,NONE,Front Beard Dark,NONE,NONE,NONE,NONE,NONE,NONE
5813,115.47,2,Female,Female-Dark,Straight Hair,Clown Eyes Green,NONE,NONE,NONE,NONE,NONE,NONE,NONE
5814,119.26,3,Male,Male-Albino,Messy Hair,NONE,NONE,NONE,Silver Chain,NONE,NONE,NONE,Earring
5815,70.92,2,Female,Female-Mid,Wild Hair,Clown Eyes Blue,NONE,NONE,NONE,NONE,NONE,NONE,NONE
5816,101.73,3,Male,Male-Dark,Cap Forward,NONE,Goat,NONE,NONE,Cigarette,NONE,NONE,NONE
5817,160.87,3,Male,Male-Dark,Vampire Hair,NONE,Handlebars,NONE,NONE,Vape,NONE,NONE,NONE
5818,147.35,3,Male,Male-Mid,Hoodie,3D Glasses,NONE,NONE,NONE,Medical Mask,NONE,NONE,NONE
5819,146.52,2,Female,Female-Light,Pigtails,NONE,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
5820,60.08,2,Male,Male-Mid,Messy Hair,Classic Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
5821,72.3,3,Female,Female-Mid,Stringy Hair,Clown Eyes Blue,NONE,NONE,NONE,NONE,NONE,NONE,Earring
5822,2284.16,1,Alien,Alien,Bandana,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
5823,115.61,3,Female,Female-Albino,Crazy Hair,Big Shades,NONE,NONE,NONE,Vape,NONE,NONE,NONE
5824,84.47,3,Female,Female-Light,Headband,3D Glasses,NONE,NONE,NONE,NONE,NONE,NONE,Earring
5825,149.83,4,Female,Female-Albino,Straight Hair Blonde,Eye Patch,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,Earring
5826,85.75,3,Female,Female-Mid,Knitted Cap,Clown Eyes Blue,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
5827,108.12,3,Male,Male-Light,Hoodie,Regular Shades,Normal Beard,NONE,NONE,NONE,NONE,NONE,NONE
5828,100.78,3,Male,Male-Mid,Mohawk Dark,Small Shades,Mustache,NONE,NONE,NONE,NONE,NONE,NONE
5829,76,2,Female,Female-Albino,Bandana,NONE,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
5830,96.55,3,Male,Male-Dark,Mohawk Thin,Big Shades,Front Beard Dark,NONE,NONE,NONE,NONE,NONE,NONE
5831,77.05,2,Male,Male-Dark,Messy Hair,NONE,Chinstrap,NONE,NONE,NONE,NONE,NONE,NONE
5832,111.98,2,Female,Female-Light,Straight Hair Dark,Eye Patch,NONE,NONE,NONE,NONE,NONE,NONE,NONE
5833,95.37,3,Female,Female-Light,Mohawk Dark,Green Eye Shadow,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
5834,137.3,4,Female,Female-Dark,Mohawk Thin,Green Eye Shadow,NONE,NONE,NONE,Vape,Black Lipstick,NONE,NONE
5835,132.7,3,Male,Male-Dark,Purple Hair,Classic Shades,Chinstrap,NONE,NONE,NONE,NONE,NONE,NONE
5836,134.91,4,Female,Female-Dark,Dark Hair,Eye Patch,NONE,NONE,NONE,Cigarette,Hot Lipstick,NONE,NONE
5837,72.4,2,Male,Male-Light,Knitted Cap,VR,NONE,NONE,NONE,NONE,NONE,NONE,NONE
5838,168.42,3,Female,Female-Dark,Wild White Hair,NONE,NONE,NONE,NONE,Medical Mask,Purple Lipstick,NONE,NONE
5839,113.17,3,Male,Male-Dark,Mohawk,NONE,Big Beard,NONE,NONE,NONE,NONE,NONE,Earring
5840,102.66,3,Male,Male-Dark,Peak Spike,Horned Rim Glasses,Normal Beard,NONE,NONE,NONE,NONE,NONE,NONE
5841,195.42,4,Male,Male-Light,Top Hat,NONE,Shadow Beard,NONE,Silver Chain,NONE,NONE,NONE,Earring
5842,98.42,3,Male,Male-Light,Mohawk Thin,Small Shades,Muttonchops,NONE,NONE,NONE,NONE,NONE,NONE
5843,82.03,2,Female,Female-Mid,Frumpy Hair,Green Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,NONE
5844,128.46,2,Female,Female-Light,Straight Hair Dark,Purple Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,NONE
5845,127.29,2,Male,Male-Mid,Cap Forward,NONE,Big Beard,NONE,NONE,NONE,NONE,NONE,NONE
5846,129.23,4,Male,Male-Mid,Do-rag,Small Shades,Goat,Mole,NONE,NONE,NONE,NONE,NONE
5847,122,3,Female,Female-Light,Red Mohawk,NONE,NONE,Mole,NONE,NONE,Black Lipstick,NONE,NONE
5848,119.59,3,Female,Female-Mid,Blonde Short,NONE,NONE,NONE,NONE,NONE,Black Lipstick,NONE,Earring
5849,60.8,2,Male,Male-Light,Wild Hair,NONE,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
5850,88.94,2,Male,Male-Albino,Peak Spike,Clown Eyes Green,NONE,NONE,NONE,NONE,NONE,NONE,NONE
5851,72.43,3,Male,Male-Light,Messy Hair,VR,NONE,NONE,NONE,NONE,NONE,NONE,Earring
5852,110.73,3,Female,Female-Dark,Red Mohawk,Nerd Glasses,NONE,NONE,NONE,NONE,NONE,NONE,Earring
5853,74.41,2,Male,Male-Albino,Headband,NONE,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
5854,115.2,3,Male,Male-Light,Shaved Head,VR,Chinstrap,NONE,NONE,NONE,NONE,NONE,NONE
5855,59.65,2,Male,Male-Dark,Bandana,NONE,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
5856,95.66,2,Female,Female-Mid,Tassle Hat,NONE,NONE,Mole,NONE,NONE,NONE,NONE,NONE
5857,57.14,2,Female,Female-Light,Mohawk,NONE,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
5858,138.34,4,Female,Female-Light,Wild Blonde,Clown Eyes Green,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,Earring
5859,103.54,2,Male,Male-Albino,Fedora,NONE,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
5860,216.58,3,Female,Female-Mid,Blonde Short,Blue Eye Shadow,NONE,Spots,NONE,NONE,NONE,NONE,NONE
5861,57.13,2,Male,Male-Dark,Peak Spike,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Earring
5862,78.44,3,Male,Male-Light,Frumpy Hair,NONE,Normal Beard,NONE,NONE,NONE,NONE,NONE,Earring
5863,136.68,3,Female,Female-Dark,Stringy Hair,NONE,NONE,Rosy Cheeks,NONE,NONE,Hot Lipstick,NONE,NONE
5864,86.82,3,Male,Male-Mid,Do-rag,Small Shades,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
5865,101.89,3,Male,Male-Mid,Peak Spike,Horned Rim Glasses,Goat,NONE,NONE,NONE,NONE,NONE,NONE
5866,140.82,4,Male,Male-Dark,Police Cap,Eye Patch,Goat,Mole,NONE,NONE,NONE,NONE,NONE
5867,89.95,2,Male,Male-Light,NONE,Eye Patch,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
5868,103.36,2,Male,Male-Dark,Police Cap,NONE,Normal Beard,NONE,NONE,NONE,NONE,NONE,NONE
5869,55.99,2,Female,Female-Mid,Messy Hair,NONE,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
5870,84.9,3,Male,Male-Light,Knitted Cap,NONE,Muttonchops,NONE,NONE,Cigarette,NONE,NONE,NONE
5871,139.81,2,Male,Male-Dark,Top Hat,NONE,Muttonchops,NONE,NONE,NONE,NONE,NONE,NONE
5872,102.84,4,Female,Female-Mid,Stringy Hair,Green Eye Shadow,NONE,NONE,NONE,NONE,Black Lipstick,NONE,Earring
5873,98.16,3,Female,Female-Dark,Crazy Hair,Blue Eye Shadow,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
5874,116.14,3,Male,Male-Light,Purple Hair,3D Glasses,NONE,NONE,NONE,NONE,NONE,NONE,Earring
5875,57.12,2,Male,Male-Dark,Bandana,Nerd Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
5876,65.21,3,Male,Male-Light,Headband,NONE,Shadow Beard,NONE,NONE,NONE,NONE,NONE,Earring
5877,94.66,3,Male,Male-Mid,Wild Hair,Nerd Glasses,NONE,NONE,NONE,NONE,Frown,NONE,NONE
5878,91.7,3,Female,Female-Mid,Bandana,Eye Mask,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
5879,144.42,3,Female,Female-Albino,Straight Hair Dark,Green Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,Earring
5880,80.25,2,Male,Male-Light,Wild Hair,NONE,Front Beard Dark,NONE,NONE,NONE,NONE,NONE,NONE
5881,90.52,3,Female,Female-Albino,Mohawk Dark,NONE,NONE,Mole,NONE,NONE,Hot Lipstick,NONE,NONE
5882,84.18,3,Male,Male-Albino,Stringy Hair,Regular Shades,NONE,Mole,NONE,NONE,NONE,NONE,NONE
5883,171.55,3,Male,Male-Dark,Fedora,NONE,Chinstrap,NONE,Silver Chain,NONE,NONE,NONE,NONE
5884,77.94,3,Male,Male-Dark,Peak Spike,Nerd Glasses,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
5885,134.17,4,Male,Male-Light,Police Cap,Small Shades,Normal Beard Black,NONE,NONE,NONE,NONE,NONE,Earring
5886,94.72,3,Male,Male-Dark,Mohawk Dark,Eye Patch,Muttonchops,NONE,NONE,NONE,NONE,NONE,NONE
5887,88.22,2,Male,Male-Mid,Do-rag,NONE,Chinstrap,NONE,NONE,NONE,NONE,NONE,NONE
5888,63.82,2,Female,Female-Light,Headband,NONE,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
5889,138.9,2,Male,Male-Mid,NONE,Eye Patch,NONE,NONE,Gold Chain,NONE,NONE,NONE,NONE
5890,259.69,3,Female,Female-Dark,Headband,NONE,NONE,NONE,Choker,NONE,NONE,NONE,Earring
5891,159.96,3,Male,Male-Light,Top Hat,Horned Rim Glasses,Handlebars,NONE,NONE,NONE,NONE,NONE,NONE
5892,84.66,4,Male,Male-Dark,Mohawk Thin,Horned Rim Glasses,Shadow Beard,NONE,NONE,NONE,NONE,NONE,Earring
5893,102.87,3,Female,Female-Mid,Cap,Blue Eye Shadow,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
5894,79.61,3,Male,Male-Light,Peak Spike,Clown Eyes Blue,NONE,NONE,NONE,NONE,NONE,NONE,Earring
5895,171.19,3,Female,Female-Mid,Straight Hair,Green Eye Shadow,NONE,NONE,NONE,NONE,NONE,Clown Nose,NONE
5896,102.3,4,Female,Female-Light,Mohawk,Green Eye Shadow,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,Earring
5897,78.29,3,Male,Male-Dark,Knitted Cap,Big Shades,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
5898,209.61,2,Female,Female-Mid,Tiara,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Earring
5899,61.68,2,Male,Male-Dark,Knitted Cap,Regular Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
5900,136.58,4,Female,Female-Mid,Red Mohawk,Big Shades,NONE,NONE,NONE,Cigarette,Purple Lipstick,NONE,NONE
5901,154.37,2,Female,Female-Dark,Pink With Hat,Clown Eyes Blue,NONE,NONE,NONE,NONE,NONE,NONE,NONE
5902,100.37,3,Male,Male-Mid,Hoodie,Small Shades,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
5903,81.11,2,Male,Male-Dark,Headband,NONE,Front Beard,NONE,NONE,NONE,NONE,NONE,NONE
5904,82.77,2,Female,Female-Mid,Mohawk Thin,Blue Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,NONE
5905,2293.39,2,Alien,Alien,Do-rag,Small Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
5906,83.98,2,Female,Female-Mid,Mohawk Dark,Purple Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,NONE
